%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1607962627204274464,996,1607962627203897953,,101300.0,0.0
1607962628205042162,997,1607962628204359054,,101300.0,0.0
1607962629204149692,998,1607962629203684091,,101300.0,0.0
1607962630204409562,999,1607962630203933000,,101300.0,0.0
1607962631204659758,1000,1607962631204186916,,101300.0,0.0
1607962632204235962,1001,1607962632203917980,,101300.0,0.0
1607962633204295790,1002,1607962633203883886,,101300.0,0.0
1607962634204546281,1003,1607962634204191923,,101300.0,0.0
1607962635205352696,1004,1607962635204601049,,101300.0,0.0
1607962636204366441,1005,1607962636203926086,,101300.0,0.0
1607962637204786111,1006,1607962637203891992,,101300.0,0.0
1607962638203911322,1007,1607962638203488111,,101300.0,0.0
1607962639204318622,1008,1607962639203803062,,101300.0,0.0
1607962640204665459,1009,1607962640204000949,,101300.0,0.0
1607962641204448956,1010,1607962641204118013,,101300.0,0.0
1607962642203793635,1011,1607962642202820062,,101300.0,0.0
1607962643204583309,1012,1607962643204132080,,101300.0,0.0
1607962644204994743,1013,1607962644204509973,,101300.0,0.0
1607962645204829273,1014,1607962645203937053,,101300.0,0.0
1607962646204757568,1015,1607962646204112052,,101300.0,0.0
1607962647204838517,1016,1607962647204328060,,101300.0,0.0
1607962648205058449,1017,1607962648204658985,,101300.0,0.0
1607962649204406888,1018,1607962649204097032,,101300.0,0.0
1607962650204666226,1019,1607962650204344034,,101300.0,0.0
1607962651205086337,1020,1607962651204710960,,101300.0,0.0
1607962652204467211,1021,1607962652204092979,,101300.0,0.0
1607962653204872042,1022,1607962653204442024,,101300.0,0.0
1607962654204330794,1023,1607962654203960895,,101300.0,0.0
1607962655204693217,1024,1607962655204158067,,101300.0,0.0
1607962656203764502,1025,1607962656203231096,,101300.0,0.0
1607962657203939050,1026,1607962657203602075,,101300.0,0.0
1607962658204622556,1027,1607962658204067945,,101300.0,0.0
1607962659205356805,1028,1607962659204519987,,101300.0,0.0
1607962660204027763,1029,1607962660203702926,,101300.0,0.0
1607962661203528333,1030,1607962661202974081,,101300.0,0.0
1607962662203718620,1031,1607962662203252077,,101300.0,0.0
1607962663203959588,1032,1607962663203618049,,101300.0,0.0
1607962664204434872,1033,1607962664203984975,,101300.0,0.0
1607962665204588808,1034,1607962665204210996,,101300.0,0.0
1607962666204097957,1035,1607962666203784942,,101300.0,0.0
1607962667204067330,1036,1607962667203809976,,101300.0,0.0
1607962668204774911,1037,1607962668204402923,,101300.0,0.0
1607962669204436097,1038,1607962669203752994,,101300.0,0.0
1607962670204188123,1039,1607962670203953027,,101300.0,0.0
1607962671204580382,1040,1607962671204219102,,101300.0,0.0
1607962672204833227,1041,1607962672204509019,,101300.0,0.0
1607962673205095386,1042,1607962673204408884,,101300.0,0.0
1607962674204787199,1043,1607962674204106092,,101300.0,0.0
1607962675204630974,1044,1607962675204363107,,101300.0,0.0
1607962676204209119,1045,1607962676203874111,,101300.0,0.0
1607962677204426830,1046,1607962677204117059,,101300.0,0.0
1607962678205003205,1047,1607962678204503059,,101300.0,0.0
1607962679204262201,1048,1607962679203903913,,101300.0,0.0
1607962680204519488,1049,1607962680204148054,,101300.0,0.0
1607962681204761574,1050,1607962681204449892,,101300.0,0.0
1607962682205398651,1051,1607962682204787969,,101300.0,0.0
1607962683204247048,1052,1607962683203948974,,101300.0,0.0
1607962684204427371,1053,1607962684204335927,,101300.0,0.0
1607962685203215720,1054,1607962685202773094,,101300.0,0.0
1607962686204559007,1055,1607962686203963041,,101300.0,0.0
1607962687204721011,1056,1607962687204382896,,101300.0,0.0
1607962688204552899,1057,1607962688203689098,,101300.0,0.0
1607962689204462709,1058,1607962689203916072,,101300.0,0.0
1607962690204849649,1059,1607962690204401016,,101300.0,0.0
1607962691204048836,1060,1607962691203718900,,101300.0,0.0
1607962692203721549,1061,1607962692203003883,,101300.0,0.0
1607962693204824764,1062,1607962693204416036,,101300.0,0.0
1607962694205388196,1063,1607962694204643964,,101300.0,0.0
1607962695204591397,1064,1607962695204225063,,101300.0,0.0
1607962696204334455,1065,1607962696203736066,,101300.0,0.0
1607962697204290681,1066,1607962697204029083,,101300.0,0.0
1607962698204211481,1067,1607962698203939914,,101300.0,0.0
1607962699204899393,1068,1607962699204493045,,101300.0,0.0
1607962700204823980,1069,1607962700204554080,,101300.0,0.0
1607962701204354219,1070,1607962701203995943,,101300.0,0.0
1607962702204523543,1071,1607962702204066991,,101300.0,0.0
1607962703205079643,1072,1607962703204339027,,101300.0,0.0
1607962704204467656,1073,1607962704203808069,,101300.0,0.0
1607962705204849150,1074,1607962705204102039,,101300.0,0.0
1607962706204775720,1075,1607962706204433917,,101300.0,0.0
1607962707204508809,1076,1607962707203670024,,101300.0,0.0
1607962708204497955,1077,1607962708204123020,,101300.0,0.0
1607962709204410620,1078,1607962709203783988,,101300.0,0.0
1607962710204034263,1079,1607962710203664064,,101300.0,0.0
1607962711205227375,1080,1607962711204436063,,101300.0,0.0
1607962712205046076,1081,1607962712204549074,,101300.0,0.0
1607962713205010538,1082,1607962713203880071,,101300.0,0.0
1607962714204891266,1083,1607962714204349994,,101300.0,0.0
1607962715204876519,1084,1607962715204440116,,101300.0,0.0
1607962716205459389,1085,1607962716204773902,,101300.0,0.0
1607962717204747204,1086,1607962717204070091,,101300.0,0.0
1607962718204987256,1087,1607962718204688072,,101300.0,0.0
1607962719204932624,1088,1607962719204598903,,101300.0,0.0
1607962720204610371,1089,1607962720203953027,,101300.0,0.0
1607962721204870679,1090,1607962721204493999,,101300.0,0.0
1607962722204303437,1091,1607962722203917980,,101300.0,0.0
1607962723204805517,1092,1607962723204202890,,101300.0,0.0
1607962724204834790,1093,1607962724204397916,,101300.0,0.0
1607962725203840783,1094,1607962725203526973,,101300.0,0.0
1607962726205208948,1095,1607962726204454898,,101300.0,0.0
1607962727204149103,1096,1607962727203969001,,101300.0,0.0
1607962728205296711,1097,1607962728204730987,,101300.0,0.0
1607962729204450806,1098,1607962729203860998,,101300.0,0.0
1607962730204594621,1099,1607962730204132080,,101300.0,0.0
1607962731205118267,1100,1607962731204626083,,101300.0,0.0
1607962732204409121,1101,1607962732203932046,,101300.0,0.0
1607962733203777040,1102,1607962733203195095,,101300.0,0.0
1607962734205153172,1103,1607962734204894065,,101300.0,0.0
1607962735204312063,1104,1607962735203991889,,101300.0,0.0
1607962736204556825,1105,1607962736204257011,,101300.0,0.0
1607962737205147761,1106,1607962737204797029,,101300.0,0.0
1607962738204499453,1107,1607962738203975915,,101300.0,0.0
1607962739204680473,1108,1607962739204057931,,101300.0,0.0
1607962740205159549,1109,1607962740204555034,,101300.0,0.0
1607962741204291640,1110,1607962741203830957,,101300.0,0.0
1607962742204609763,1111,1607962742204045057,,101300.0,0.0
1607962743203819385,1112,1607962743203483104,,101300.0,0.0
1607962744205173617,1113,1607962744204721927,,101300.0,0.0
1607962745204477440,1114,1607962745204092025,,101300.0,0.0
1607962746204725028,1115,1607962746204422950,,101300.0,0.0
1607962747205171528,1116,1607962747204638004,,101300.0,0.0
1607962748203434009,1117,1607962748203027963,,101300.0,0.0
1607962749204841864,1118,1607962749204391002,,101300.0,0.0
1607962750204530410,1119,1607962750203942060,,101300.0,0.0
1607962751204436323,1120,1607962751204058885,,101300.0,0.0
1607962752204794473,1121,1607962752204185009,,101300.0,0.0
1607962753203952226,1122,1607962753203582048,,101300.0,0.0
1607962754204509815,1123,1607962754204051971,,101300.0,0.0
1607962755204935208,1124,1607962755204286098,,101300.0,0.0
1607962756205296003,1125,1607962756204663038,,101300.0,0.0
1607962757204334183,1126,1607962757203984022,,101300.0,0.0
1607962758204968777,1127,1607962758204399108,,101300.0,0.0
1607962759204973034,1128,1607962759204530954,,101300.0,0.0
1607962760204489741,1129,1607962760203962087,,101300.0,0.0
1607962761204720884,1130,1607962761204171895,,101300.0,0.0
1607962762204863670,1131,1607962762204500913,,101300.0,0.0
1607962763203786607,1132,1607962763202903985,,101300.0,0.0
1607962764204517442,1133,1607962764204150915,,101300.0,0.0
1607962765204851205,1134,1607962765204477071,,101300.0,0.0
1607962766204954995,1135,1607962766203840970,,101300.0,0.0
1607962767204631067,1136,1607962767204130887,,101300.0,0.0
1607962768205017111,1137,1607962768204516887,,101300.0,0.0
1607962769204305599,1138,1607962769203814029,,101300.0,0.0
1607962770204858998,1139,1607962770204215049,,101300.0,0.0
1607962771204821943,1140,1607962771204508066,,101300.0,0.0
1607962772204239797,1141,1607962772203704118,,101300.0,0.0
1607962773204699652,1142,1607962773204096078,,101300.0,0.0
1607962774204835430,1143,1607962774204493045,,101300.0,0.0
1607962775204145597,1144,1607962775203799962,,101300.0,0.0
1607962776204383882,1145,1607962776204047918,,101300.0,0.0
1607962777205017918,1146,1607962777204652070,,101300.0,0.0
1607962778204516597,1147,1607962778203814983,,101300.0,0.0
1607962779204492146,1148,1607962779204082965,,101300.0,0.0
1607962780204952124,1149,1607962780204598903,,101300.0,0.0
1607962781205231952,1150,1607962781204961061,,101300.0,0.0
1607962782204304485,1151,1607962782204129934,,101300.0,0.0
1607962783205510534,1152,1607962783204663991,,101300.0,0.0
1607962784203106187,1153,1607962784202851057,,101300.0,0.0
1607962785204406655,1154,1607962785204145908,,101300.0,0.0
1607962786204999346,1155,1607962786204492092,,101300.0,0.0
1607962787204407270,1156,1607962787204018115,,101300.0,0.0
1607962788204277051,1157,1607962788204171895,,101300.0,0.0
1607962789204696029,1158,1607962789204571008,,101300.0,0.0
1607962790204050627,1159,1607962790203915119,,101300.0,0.0
1607962791204393392,1160,1607962791204211950,,101300.0,0.0
1607962792205009613,1161,1607962792204530000,,101300.0,0.0
1607962793204062121,1162,1607962793203773975,,101300.0,0.0
1607962794204460792,1163,1607962794203985929,,101300.0,0.0
1607962795204976400,1164,1607962795204268932,,101300.0,0.0
1607962796204299484,1165,1607962796203938007,,101300.0,0.0
1607962797203707548,1166,1607962797203224897,,101300.0,0.0
1607962798205168874,1167,1607962798204746961,,101300.0,0.0
1607962799204152121,1168,1607962799203849077,,101300.0,0.0
1607962800204596094,1169,1607962800204229116,,101300.0,0.0
1607962801204978814,1170,1607962801204544067,,101300.0,0.0
1607962802204146140,1171,1607962802203862905,,101300.0,0.0
1607962803204867112,1172,1607962803204360008,,101300.0,0.0
1607962804205005726,1173,1607962804204653978,,101300.0,0.0
1607962805204390509,1174,1607962805203984022,,101300.0,0.0
1607962806204700135,1175,1607962806204128026,,101300.0,0.0
1607962807204931483,1176,1607962807204535007,,101300.0,0.0
1607962808204074005,1177,1607962808203835964,,101300.0,0.0
1607962809204792555,1178,1607962809204175949,,101300.0,0.0
1607962810204764177,1179,1607962810204629898,,101300.0,0.0
1607962811204485335,1180,1607962811204030990,,101300.0,0.0
1607962812204559937,1181,1607962812204003095,,101300.0,0.0
1607962813205079931,1182,1607962813204617977,,101300.0,0.0
1607962814204570675,1183,1607962814203901052,,101300.0,0.0
1607962815204622016,1184,1607962815204232931,,101300.0,0.0
1607962816204825971,1185,1607962816204526901,,101300.0,0.0
1607962817204233944,1186,1607962817203869104,,101300.0,0.0
1607962818204595537,1187,1607962818204216957,,101300.0,0.0
1607962819204981693,1188,1607962819204601049,,101300.0,0.0
1607962820204682953,1189,1607962820204052925,,101300.0,0.0
1607962821205241443,1190,1607962821204530000,,101300.0,0.0
1607962822205230782,1191,1607962822204627990,,101300.0,0.0
1607962823204256014,1192,1607962823203871011,,101300.0,0.0
1607962824204639378,1193,1607962824204212903,,101300.0,0.0
1607962825204810031,1194,1607962825204528093,,101300.0,0.0
1607962826204337075,1195,1607962826203931093,,101300.0,0.0
1607962827205076929,1196,1607962827204224109,,101300.0,0.0
1607962828204964909,1197,1607962828204597949,,101300.0,0.0
1607962829204412778,1198,1607962829203943967,,101300.0,0.0
1607962830204971193,1199,1607962830204350948,,101300.0,0.0
1607962831204957455,1200,1607962831204602003,,101300.0,0.0
1607962832203298205,1201,1607962832202965021,,101300.0,0.0
1607962833204731157,1202,1607962833204368114,,101300.0,0.0
1607962834204017838,1203,1607962834203675031,,101300.0,0.0
1607962835204425374,1204,1607962835203922986,,101300.0,0.0
1607962836203866393,1205,1607962836203495025,,101300.0,0.0
1607962837204968989,1206,1607962837204710960,,101300.0,0.0
1607962838204420986,1207,1607962838204044103,,101300.0,0.0
1607962839204713976,1208,1607962839204411029,,101300.0,0.0
1607962840204832571,1209,1607962840204596042,,101300.0,0.0
1607962841204279118,1210,1607962841204009056,,101300.0,0.0
1607962842204684765,1211,1607962842204324960,,101300.0,0.0
1607962843205190992,1212,1607962843204679012,,101300.0,0.0
1607962844204208977,1213,1607962844204020977,,101300.0,0.0
1607962845204718814,1214,1607962845204327106,,101300.0,0.0
1607962846205275224,1215,1607962846204581975,,101300.0,0.0
1607962847204659822,1216,1607962847203833103,,101300.0,0.0
1607962848203891620,1217,1607962848203254938,,101300.0,0.0
1607962849204785047,1218,1607962849204034090,,101300.0,0.0
1607962850204905072,1219,1607962850204000949,,101300.0,0.0
1607962851204726531,1220,1607962851204070091,,101300.0,0.0
1607962852204921134,1221,1607962852204550027,,101300.0,0.0
1607962853204261515,1222,1607962853203933000,,101300.0,0.0
1607962854205098741,1223,1607962854204324960,,101300.0,0.0
1607962855205131721,1224,1607962855204621076,,101300.0,0.0
1607962856204615798,1225,1607962856204200983,,101300.0,0.0
1607962857204565361,1226,1607962857204211950,,101300.0,0.0
1607962858205132842,1227,1607962858204689025,,101300.0,0.0
1607962859203423117,1228,1607962859203022003,,101300.0,0.0
1607962860204638666,1229,1607962860204268932,,101300.0,0.0
1607962861203916695,1230,1607962861203618049,,101300.0,0.0
1607962862204452345,1231,1607962862203964948,,101300.0,0.0
1607962863205168276,1232,1607962863204474925,,101300.0,0.0
1607962864204385091,1233,1607962864203747034,,101300.0,0.0
1607962865204844397,1234,1607962865204252004,,101300.0,0.0
1607962866205073625,1235,1607962866204365015,,101300.0,0.0
1607962867205348610,1236,1607962867204746961,,101300.0,0.0
1607962868204500781,1237,1607962868204289913,,101300.0,0.0
1607962869205525857,1238,1607962869204637050,,101300.0,0.0
1607962870204820513,1239,1607962870204202890,,101300.0,0.0
1607962871204311093,1240,1607962871203942060,,101300.0,0.0
1607962872204456052,1241,1607962872203994035,,101300.0,0.0
1607962873205523689,1242,1607962873204896926,,101300.0,0.0
1607962874204210269,1243,1607962874204051017,,101300.0,0.0
1607962875204781943,1244,1607962875204240083,,101300.0,0.0
1607962876205160953,1245,1607962876204696893,,101300.0,0.0
1607962877204020469,1246,1607962877203844070,,101300.0,0.0
1607962878204985474,1247,1607962878204473972,,101300.0,0.0
1607962879205306944,1248,1607962879204806089,,101300.0,0.0
1607962880204602028,1249,1607962880204088926,,101300.0,0.0
1607962881204801208,1250,1607962881204384088,,101300.0,0.0
1607962882204110718,1251,1607962882203723907,,101300.0,0.0
1607962883203489692,1252,1607962883203035116,,101300.0,0.0
1607962884204899355,1253,1607962884204443931,,101300.0,0.0
1607962885204225833,1254,1607962885203790903,,101300.0,0.0
1607962886204479144,1255,1607962886204082012,,101300.0,0.0
1607962887205228848,1256,1607962887204435110,,101300.0,0.0
1607962888204609340,1257,1607962888203779935,,101300.0,0.0
1607962889204569946,1258,1607962889204051971,,101300.0,0.0
1607962890204918941,1259,1607962890204447031,,101300.0,0.0
1607962891204632654,1260,1607962891203722000,,101300.0,0.0
1607962892204487462,1261,1607962892204112052,,101300.0,0.0
1607962893205100165,1262,1607962893204725027,,101300.0,0.0
1607962894204052154,1263,1607962894203705072,,101300.0,0.0
1607962895204511755,1264,1607962895204001903,,101300.0,0.0
1607962896205058947,1265,1607962896204627037,,101300.0,0.0
1607962897204032976,1266,1607962897203636884,,101300.0,0.0
1607962898204925305,1267,1607962898204562902,,101300.0,0.0
1607962899204834268,1268,1607962899204643964,,101300.0,0.0
1607962900203985381,1269,1607962900203845977,,101300.0,0.0
1607962901204174339,1270,1607962901204051017,,101300.0,0.0
1607962902204612099,1271,1607962902204402923,,101300.0,0.0
1607962903204066211,1272,1607962903203921079,,101300.0,0.0
1607962904204430993,1273,1607962904204072952,,101300.0,0.0
1607962905208436619,1274,1607962905207633972,,101300.0,0.0
1607962906205441161,1275,1607962906204976081,,101300.0,0.0
1607962907204560804,1276,1607962907204072952,,101300.0,0.0
1607962908209357455,1277,1607962908204540014,,101300.0,0.0
1607962909204909611,1278,1607962909204497098,,101300.0,0.0
1607962910204496169,1279,1607962910204049110,,101300.0,0.0
1607962911204866006,1280,1607962911204494953,,101300.0,0.0
1607962912204246103,1281,1607962912204056024,,101300.0,0.0
1607962913203855782,1282,1607962913203212976,,101300.0,0.0
1607962914206918794,1283,1607962914204694986,,101300.0,0.0
1607962915205476682,1284,1607962915204794883,,101300.0,0.0
1607962916204448647,1285,1607962916204050064,,101300.0,0.0
1607962917204432937,1286,1607962917204132080,,101300.0,0.0
1607962918204768037,1287,1607962918204161882,,101300.0,0.0
1607962919205536277,1288,1607962919204832077,,101300.0,0.0
1607962920204907693,1289,1607962920203700065,,101300.0,0.0
1607962921205103121,1290,1607962921204756021,,101300.0,0.0
1607962922204512765,1291,1607962922204097032,,101300.0,0.0
1607962923205047412,1292,1607962923204507112,,101300.0,0.0
1607962924224902653,1293,1607962924204221010,,101300.0,0.0
1607962925205932814,1294,1607962925205063104,,101300.0,0.0
1607962926216889504,1295,1607962926213680028,,101300.0,0.0
1607962927205254854,1296,1607962927205025911,,101300.0,0.0
1607962928204861742,1297,1607962928204525947,,101300.0,0.0
1607962929204846305,1298,1607962929204102993,,101300.0,0.0
1607962930205446386,1299,1607962930204968929,,101300.0,0.0
1607962931204551587,1300,1607962931203752040,,101300.0,0.0
1607962932205261907,1301,1607962932204917907,,101300.0,0.0
1607962933205105174,1302,1607962933204720020,,101300.0,0.0
1607962934204507380,1303,1607962934204107046,,101300.0,0.0
1607962935204703988,1304,1607962935204571008,,101300.0,0.0
1607962936205040720,1305,1607962936204551935,,101300.0,0.0
1607962937204118837,1306,1607962937203872919,,101300.0,0.0
1607962938204900580,1307,1607962938204458951,,101300.0,0.0
1607962939205056503,1308,1607962939204706907,,101300.0,0.0
1607962940205136885,1309,1607962940204535961,,101300.0,0.0
1607962941204839933,1310,1607962941204626083,,101300.0,0.0
1607962942203119251,1311,1607962942202986001,,101300.0,0.0
1607962943203830164,1312,1607962943203231096,,101300.0,0.0
1607962944204761127,1313,1607962944204401016,,101300.0,0.0
1607962945205244525,1314,1607962945204807043,,101300.0,0.0
1607962946204489330,1315,1607962946204075098,,101300.0,0.0
1607962947204683192,1316,1607962947204329013,,101300.0,0.0
1607962948204703857,1317,1607962948203919887,,101300.0,0.0
1607962949204591937,1318,1607962949204148054,,101300.0,0.0
1607962950211640045,1319,1607962950206420898,,101300.0,0.0
1607962951205529851,1320,1607962951205085992,,101300.0,0.0
1607962952204481999,1321,1607962952204034090,,101300.0,0.0
1607962953205236649,1322,1607962953204301118,,101300.0,0.0
1607962954204150262,1323,1607962954203872919,,101300.0,0.0
1607962955205133813,1324,1607962955204627037,,101300.0,0.0
1607962956205274958,1325,1607962956204461097,,101300.0,0.0
1607962957205751314,1326,1607962957204802989,,101300.0,0.0
1607962958205075248,1327,1607962958204242944,,101300.0,0.0
1607962959204994729,1328,1607962959204461097,,101300.0,0.0
1607962960204203621,1329,1607962960203803062,,101300.0,0.0
1607962961204372238,1330,1607962961204061031,,101300.0,0.0
1607962962205309356,1331,1607962962204399108,,101300.0,0.0
1607962963205612686,1332,1607962963203943967,,101300.0,0.0
1607962964205626960,1333,1607962964205128908,,101300.0,0.0
1607962965204994843,1334,1607962965204406023,,101300.0,0.0
1607962966204827392,1335,1607962966203977108,,101300.0,0.0
1607962967205001818,1336,1607962967204107046,,101300.0,0.0
1607962968204986498,1337,1607962968204466104,,101300.0,0.0
1607962969205820333,1338,1607962969204835891,,101300.0,0.0
1607962970205701142,1339,1607962970204272031,,101300.0,0.0
1607962971204638580,1340,1607962971203834056,,101300.0,0.0
1607962972204439608,1341,1607962972203774929,,101300.0,0.0
1607962973205335305,1342,1607962973204287052,,101300.0,0.0
1607962974204332743,1343,1607962974203826904,,101300.0,0.0
1607962975204404556,1344,1607962975203780889,,101300.0,0.0
1607962976203804673,1345,1607962976203142881,,101300.0,0.0
1607962977204447291,1346,1607962977203418970,,101300.0,0.0
1607962978203795439,1347,1607962978203140974,,101300.0,0.0
1607962979205058406,1348,1607962979204113960,,101300.0,0.0
1607962980204446271,1349,1607962980203777074,,101300.0,0.0
1607962981204208347,1350,1607962981203778028,,101300.0,0.0
1607962982204203684,1351,1607962982203391075,,101300.0,0.0
1607962983204933772,1352,1607962983204449892,,101300.0,0.0
1607962984205258680,1353,1607962984204857110,,101300.0,0.0
1607962985204539602,1354,1607962985204076051,,101300.0,0.0
1607962986203854720,1355,1607962986203392982,,101300.0,0.0
1607962987205080028,1356,1607962987204773902,,101300.0,0.0
1607962988204529734,1357,1607962988204027891,,101300.0,0.0
1607962989205270996,1358,1607962989204569101,,101300.0,0.0
1607962990205374174,1359,1607962990204741954,,101300.0,0.0
1607962991204647871,1360,1607962991204335927,,101300.0,0.0
1607962992205275806,1361,1607962992204495906,,101300.0,0.0
1607962993205189382,1362,1607962993204900979,,101300.0,0.0
1607962994204534603,1363,1607962994204163074,,101300.0,0.0
1607962995204337833,1364,1607962995203593969,,101300.0,0.0
1607962996204946835,1365,1607962996204478979,,101300.0,0.0
1607962997205248093,1366,1607962997204140901,,101300.0,0.0
1607962998205563470,1367,1607962998204401016,,101300.0,0.0
1607962999204207911,1368,1607962999203803062,,101300.0,0.0
1607963000204572814,1369,1607963000204036951,,101300.0,0.0
1607963001205024734,1370,1607963001204359054,,101300.0,0.0
1607963002205190122,1371,1607963002204700946,,101300.0,0.0
1607963003204876794,1372,1607963003204082012,,101300.0,0.0
1607963004204691343,1373,1607963004204189062,,101300.0,0.0
1607963005205081327,1374,1607963005204790115,,101300.0,0.0
1607963006204549035,1375,1607963006203974008,,101300.0,0.0
1607963007204459124,1376,1607963007203655958,,101300.0,0.0
1607963008205079946,1377,1607963008204639911,,101300.0,0.0
1607963009203598993,1378,1607963009203212022,,101300.0,0.0
1607963010204808706,1379,1607963010204551935,,101300.0,0.0
1607963011204104503,1380,1607963011203639984,,101300.0,0.0
1607963012204580101,1381,1607963012204035997,,101300.0,0.0
1607963013204846727,1382,1607963013204484939,,101300.0,0.0
1607963014205166352,1383,1607963014204741001,,101300.0,0.0
1607963015204467838,1384,1607963015204049110,,101300.0,0.0
1607963016204432532,1385,1607963016203887939,,101300.0,0.0
1607963017205028454,1386,1607963017204734086,,101300.0,0.0
1607963018204046194,1387,1607963018203629016,,101300.0,0.0
1607963019204686764,1388,1607963019204344034,,101300.0,0.0
1607963020205126824,1389,1607963020204722881,,101300.0,0.0
1607963021204069544,1390,1607963021203026056,,101300.0,0.0
1607963022204772862,1391,1607963022204380989,,101300.0,0.0
1607963023204967590,1392,1607963023204632997,,101300.0,0.0
1607963024205035908,1393,1607963024204375982,,101300.0,0.0
1607963025206706444,1394,1607963025205183982,,101300.0,0.0
1607963026205038233,1395,1607963026204682111,,101300.0,0.0
1607963027204157397,1396,1607963027203902006,,101300.0,0.0
1607963028204280654,1397,1607963028203186988,,101300.0,0.0
1607963029205136689,1398,1607963029204596042,,101300.0,0.0
1607963030204761762,1399,1607963030204176902,,101300.0,0.0
1607963031204613398,1400,1607963031204082965,,101300.0,0.0
1607963032204506997,1401,1607963032204132080,,101300.0,0.0
1607963033204114192,1402,1607963033203974962,,101300.0,0.0
1607963034204508580,1403,1607963034204016923,,101300.0,0.0
1607963035204938790,1404,1607963035204583883,,101300.0,0.0
1607963036204455675,1405,1607963036203929901,,101300.0,0.0
1607963037204995054,1406,1607963037204636096,,101300.0,0.0
1607963038204419462,1407,1607963038203850984,,101300.0,0.0
1607963039204247110,1408,1607963039203829050,,101300.0,0.0
1607963040204422986,1409,1607963040204091072,,101300.0,0.0
1607963041203994267,1410,1607963041203685045,,101300.0,0.0
1607963042204308994,1411,1607963042203960895,,101300.0,0.0
1607963043205031359,1412,1607963043204531908,,101300.0,0.0
1607963044204402729,1413,1607963044203828096,,101300.0,0.0
1607963045204375847,1414,1607963045204195022,,101300.0,0.0
1607963046204775603,1415,1607963046204440116,,101300.0,0.0
1607963047205318229,1416,1607963047204685926,,101300.0,0.0
1607963048204806464,1417,1607963048204009056,,101300.0,0.0
1607963049204795150,1418,1607963049204368114,,101300.0,0.0
1607963050205099627,1419,1607963050204683065,,101300.0,0.0
1607963051203951422,1420,1607963051203658103,,101300.0,0.0
1607963052204426799,1421,1607963052203972101,,101300.0,0.0
1607963053203810370,1422,1607963053203695058,,101300.0,0.0
1607963054204224404,1423,1607963054204076051,,101300.0,0.0
1607963055204588009,1424,1607963055204365968,,101300.0,0.0
1607963056204918661,1425,1607963056204674959,,101300.0,0.0
1607963057204514266,1426,1607963057204108953,,101300.0,0.0
1607963058204844314,1427,1607963058204389095,,101300.0,0.0
1607963059205208376,1428,1607963059204741001,,101300.0,0.0
1607963060204378186,1429,1607963060203953027,,101300.0,0.0
1607963061205267691,1430,1607963061204490900,,101300.0,0.0
1607963062205068393,1431,1607963062204767942,,101300.0,0.0
1607963063204758182,1432,1607963063204077005,,101300.0,0.0
1607963064204866228,1433,1607963064203572034,,101300.0,0.0
1607963065205075680,1434,1607963065204651117,,101300.0,0.0
1607963066204486739,1435,1607963066203881978,,101300.0,0.0
1607963067204679971,1436,1607963067204283952,,101300.0,0.0
1607963068205330382,1437,1607963068204634904,,101300.0,0.0
1607963069204537440,1438,1607963069204128980,,101300.0,0.0
1607963070204684485,1439,1607963070204293012,,101300.0,0.0
1607963071204035634,1440,1607963071203660964,,101300.0,0.0
1607963072204530950,1441,1607963072204004049,,101300.0,0.0
1607963073204941398,1442,1607963073204307079,,101300.0,0.0
1607963074205516666,1443,1607963074204927921,,101300.0,0.0
1607963075204416667,1444,1607963075203891038,,101300.0,0.0
1607963076205275079,1445,1607963076204685926,,101300.0,0.0
1607963077203642121,1446,1607963077203214883,,101300.0,0.0
1607963078204911390,1447,1607963078204355955,,101300.0,0.0
1607963079205072414,1448,1607963079204238891,,101300.0,0.0
1607963080205108593,1449,1607963080204523086,,101300.0,0.0
1607963081204758922,1450,1607963081204174995,,101300.0,0.0
1607963082206049422,1451,1607963082204498052,,101300.0,0.0
1607963083204538609,1452,1607963083204015970,,101300.0,0.0
1607963084204855567,1453,1607963084204001903,,101300.0,0.0
1607963085205380544,1454,1607963085204535961,,101300.0,0.0
1607963086204985127,1455,1607963086204493045,,101300.0,0.0
1607963087204229577,1456,1607963087203874111,,101300.0,0.0
1607963088205803761,1457,1607963088204751968,,101300.0,0.0
1607963089205122875,1458,1607963089204778909,,101300.0,0.0
1607963090204826226,1459,1607963090204098939,,101300.0,0.0
1607963091204383121,1460,1607963091203597068,,101300.0,0.0
1607963092204342741,1461,1607963092203547954,,101300.0,0.0
1607963093205156952,1462,1607963093204833984,,101300.0,0.0
1607963094204965796,1463,1607963094204468965,,101300.0,0.0
1607963095205386661,1464,1607963095204618930,,101300.0,0.0
1607963096204781050,1465,1607963096204041957,,101300.0,0.0
1607963097204988944,1466,1607963097204361915,,101300.0,0.0
1607963098205374426,1467,1607963098204636096,,101300.0,0.0
1607963099204420137,1468,1607963099203906059,,101300.0,0.0
1607963100204043628,1469,1607963100203464984,,101300.0,0.0
1607963101205245704,1470,1607963101204731941,,101300.0,0.0
1607963102204448802,1471,1607963102203901052,,101300.0,0.0
1607963103204580590,1472,1607963103204221010,,101300.0,0.0
1607963104205511371,1473,1607963104204705953,,101300.0,0.0
1607963105204695688,1474,1607963105204210042,,101300.0,0.0
1607963106204598721,1475,1607963106204279899,,101300.0,0.0
1607963107204828473,1476,1607963107204657077,,101300.0,0.0
